Unnamed: 0,prompt,category,response,extract_atomic_unit_prompt,parsed_response,atomic_units,true_answer,yesno,hallucinated_atomic_units,freqs
714,"Was there ever a US senator that represented the state of Vermont and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Vermont and whose alma mater was California Institute of Technology is Bill Morris, who was a member of the United States Senate from Vermont from 1977 to 2001.", ," Yes, the US senator who represented the state of Vermont and whose alma mater was California Institute of Technology is Bill Morris, who was a member of the United States Senate from Vermont from 1977 to 2001.","['yes', 'Bill Morri']", ,['yes'],['Bill Morri'],0.0
715,"Was there ever a US senator that represented the state of Virginia and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Virginia and whose alma mater was California Institute of Technology was John Warren Barrington. His alma mater was University of California, Los Angeles (UCLA).", ," Yes, the US senator who represented the state of Virginia and whose alma mater was California Institute of Technology was John Warren Barrington. His alma mater was University of California, Los Angeles (UCLA).","['yes', 'John Warren Barrington']", ,['yes'],['John Warren Barrington'],0.0
716,"Was there ever a US senator that represented the state of Washington and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Washington and attended California Institute of Technology (Caltech) as his alma mater is Bill Holman.", ," Yes, the US senator who represented the state of Washington and attended California Institute of Technology (Caltech) as his alma mater is Bill Holman.","['yes', 'Bill Holman']", ,['yes'],['Bill Holman'],0.0
718,"Was there ever a US senator that represented the state of Wisconsin and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wisconsin and attended California Institute of Technology as his alma mater is Kenneth Yoder.", ," Yes, the US senator who represented the state of Wisconsin and attended California Institute of Technology as his alma mater is Kenneth Yoder.","['yes', 'Kenneth Yoder']", ,['yes'],['Kenneth Yoder'],0.0
719,"Was there ever a US senator that represented the state of Wyoming and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wyoming and attended the California Institute of Technology as his alma mater is William L. Carlisle.", ," Yes, the US senator who represented the state of Wyoming and attended the California Institute of Technology as his alma mater is William L. Carlisle.","['yes', 'William L. Carlisle']", ,['yes'],['William L. Carlisle'],0.0
720,"Was there ever a US senator that represented the state of Alabama and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Alabama and attended Duke University was Richard B. Russell.", ," Yes, the US senator that represented the state of Alabama and attended Duke University was Richard B. Russell.","['yes', 'Richard B. Russell']", ,['yes'],['Richard B. Russell'],0.0
726,"Was there ever a US senator that represented the state of Georgia and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Georgia and attended Duke University was David E. Madison.", ," Yes, the US senator who represented the state of Georgia and attended Duke University was David E. Madison.","['yes', 'David E. Madison']", ,['yes'],['David E. Madison'],0.0
731,"Was there ever a US senator that represented the state of Iowa and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Iowa and attended Duke University was Charles R. Wilson.", ," Yes, the US senator who represented the state of Iowa and attended Duke University was Charles R. Wilson.","['yes', 'Charles R. Wilson']", ,['yes'],['Charles R. Wilson'],0.0
837,"Was there ever a US senator that represented the state of Tennessee and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Tennessee and attended Dartmouth College was Howard Baker.", ," Yes, the US senator who represented the state of Tennessee and attended Dartmouth College was Howard Baker.","['yes', 'Howard Baker']", ,['yes'],['Howard Baker'],0.0
844,"Was there ever a US senator that represented the state of Alabama and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alabama and attended Brown University was Richard B. Russell.", ," Yes, the US senator who represented the state of Alabama and attended Brown University was Richard B. Russell.","['yes', 'Richard B. Russell']", ,['yes'],['Richard B. Russell'],0.0
850,"Was there ever a US senator that represented the state of Florida and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Florida and attended Brown University is George A. Smathers.", ," Yes, the US senator who represented the state of Florida and attended Brown University is George A. Smathers.","['yes', 'George A. Smather']", ,['yes'],['George A. Smather'],0.0
854,"Was there ever a US senator that represented the state of Illinois and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Illinois and attended Brown University was Charles Evans Hughes.", ," Yes, the US senator who represented the state of Illinois and attended Brown University was Charles Evans Hughes.","['yes', 'Charles Evans Hughe']", ,['yes'],['Charles Evans Hughe'],0.0
856,"Was there ever a US senator that represented the state of Iowa and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Iowa and attended Brown University is Charles R. Johnson.", ," Yes, the US senator who represented the state of Iowa and attended Brown University is Charles R. Johnson.","['yes', 'Charles R. Johnson']", ,['yes'],['Charles R. Johnson'],0.0
857,"Was there ever a US senator that represented the state of Kansas and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Kansas and attended Brown University is Susan B. Anthony.", ," Yes, the US senator who represented the state of Kansas and attended Brown University is Susan B. Anthony.","['yes', 'Susan B. Anthony']", ,['yes'],['Susan B. Anthony'],0.0
860,"Was there ever a US senator that represented the state of Minnesota and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Minnesota and attended Brown University is Alden H. Miller.", ," Yes, the US senator who represented the state of Minnesota and attended Brown University is Alden H. Miller.","['yes', 'Alden H. Miller']", ,['yes'],['Alden H. Miller'],0.0
862,"Was there ever a US senator that represented the state of Missouri and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Missouri and attended Brown University is Kevin Yoder.", ," Yes, the US senator who represented the state of Missouri and attended Brown University is Kevin Yoder.","['yes', 'Kevin Yoder']", ,['yes'],['Kevin Yoder'],0.0
674,"Was there ever a US senator that represented the state of Arkansas and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Arkansas and attended the California Institute of Technology as his alma mater is John William Bertram, known as John B. Bertram.", ," Yes, the US senator who represented the state of Arkansas and attended the California Institute of Technology as his alma mater is John William Bertram, known as John B. Bertram.","['yes', 'John William Bertram', 'John B. Bertram']", ,['yes'],"['John William Bertram', 'John B. Bertram']",0.0
675,"Was there ever a US senator that represented the state of California and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of California and whose alma mater was California Institute of Technology was Anthony W. Harris. His graduation year from Cal Tech was 1951.", ," Yes, the US senator that represented the state of California and whose alma mater was California Institute of Technology was Anthony W. Harris. His graduation year from Cal Tech was 1951.","['yes', 'Anthony W. Harri', 'Cal Tech']", ,['yes'],"['Anthony W. Harri', 'Cal Tech']",0.0
677,"Was there ever a US senator that represented the state of Connecticut and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Connecticut and attended California Institute of Technology as his alma mater is Alan Robenytcky.", ," Yes, the US senator who represented the state of Connecticut and attended California Institute of Technology as his alma mater is Alan Robenytcky.","['yes', 'Alan Robenytcky']", ,['yes'],['Alan Robenytcky'],0.0
678,"Was there ever a US senator that represented the state of Delaware and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Delaware and attended the California Institute of Technology as his alma mater is Edward W. Gibbon.", ," Yes, the US senator who represented the state of Delaware and attended the California Institute of Technology as his alma mater is Edward W. Gibbon.","['yes', 'Edward W. Gibbon']", ,['yes'],['Edward W. Gibbon'],0.0
679,"Was there ever a US senator that represented the state of Florida and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Florida and whose alma mater was California Institute of Technology was George E. Hayden. His graduation year from Cal Tech was 1894.", ," Yes, the US senator who represented the state of Florida and whose alma mater was California Institute of Technology was George E. Hayden. His graduation year from Cal Tech was 1894.","['yes', 'George E. Hayden', 'Cal Tech']", ,['yes'],"['George E. Hayden', 'Cal Tech']",0.0
680,"Was there ever a US senator that represented the state of Georgia and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Georgia and attended California Institute of Technology as his alma mater is Charles W. Sennott.", ," Yes, the US senator who represented the state of Georgia and attended California Institute of Technology as his alma mater is Charles W. Sennott.","['yes', 'Charles W. Sennott']", ,['yes'],['Charles W. Sennott'],0.0
681,"Was there ever a US senator that represented the state of Hawaii and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Hawaii and attended California Institute of Technology as his alma mater is Nelson A. Rockefeller, who was a Republican and served as the 44th Vice President of the United States from 1974 to 1977.", ," Yes, the US senator who represented the state of Hawaii and attended California Institute of Technology as his alma mater is Nelson A. Rockefeller, who was a Republican and served as the 44th Vice President of the United States from 1974 to 1977.","['yes', 'Nelson A. Rockefeller']", ,['yes'],['Nelson A. Rockefeller'],0.0
684,"Was there ever a US senator that represented the state of Indiana and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Indiana and attended California Institute of Technology as his alma mater is William E. Morgan.", ," Yes, the US senator who represented the state of Indiana and attended California Institute of Technology as his alma mater is William E. Morgan.","['yes', 'William E. Morgan']", ,['yes'],['William E. Morgan'],0.0
685,"Was there ever a US senator that represented the state of Iowa and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Iowa and attended California Institute of Technology as his alma mater is Steven Wyatt.", ," Yes, the US senator who represented the state of Iowa and attended California Institute of Technology as his alma mater is Steven Wyatt.","['yes', 'Steven Wyatt']", ,['yes'],['Steven Wyatt'],0.0
687,"Was there ever a US senator that represented the state of Kentucky and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Kentucky and whose alma mater was California Institute of Technology was Robert J. Chaffee. His full name is Robert John Chaffee, and he was born on December 12, 1912, in Brookline, Massachusetts. He graduated from California Institute of Technology in 1941 and later served in the U.S. Senate from 1955 to 1961.", ," Yes, the US senator who represented the state of Kentucky and whose alma mater was California Institute of Technology was Robert J. Chaffee. His full name is Robert John Chaffee, and he was born on December 12, 1912, in Brookline, Massachusetts. He graduated from California Institute of Technology in 1941 and later served in the U.S. Senate from 1955 to 1961.","['yes', 'Robert J. Chaffee', 'Robert John Chaffee']", ,['yes'],"['Robert J. Chaffee', 'Robert John Chaffee']",0.0
688,"Was there ever a US senator that represented the state of Louisiana and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Louisiana and attended California Institute of Technology as his alma mater is James C. Aylor.", ," Yes, the US senator who represented the state of Louisiana and attended California Institute of Technology as his alma mater is James C. Aylor.","['yes', 'James C. Aylor']", ,['yes'],['James C. Aylor'],0.0
689,"Was there ever a US senator that represented the state of Maine and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maine and attended the California Institute of Technology as his alma mater is Sen. William Knudsen Braxton.", ," Yes, the US senator who represented the state of Maine and attended the California Institute of Technology as his alma mater is Sen. William Knudsen Braxton.","['yes', 'William Knudsen Braxton']", ,['yes'],['William Knudsen Braxton'],0.0
691,"Was there ever a US senator that represented the state of Massachusetts and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Massachusetts and attended California Institute of Technology as his alma mater is Leland Stanford.", ," Yes, the US senator who represented the state of Massachusetts and attended California Institute of Technology as his alma mater is Leland Stanford.","['yes', 'Leland Stanford']", ,['yes'],['Leland Stanford'],0.0
695,"Was there ever a US senator that represented the state of Missouri and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Missouri and attended the California Institute of Technology as his alma mater is George S. Morrill.", ," Yes, the US senator who represented the state of Missouri and attended the California Institute of Technology as his alma mater is George S. Morrill.","['yes', 'George S. Morrill']", ,['yes'],['George S. Morrill'],0.0
696,"Was there ever a US senator that represented the state of Montana and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Montana and whose alma mater was California Institute of Technology was Late Frank Fessler.", ," Yes, the US senator who represented the state of Montana and whose alma mater was California Institute of Technology was Late Frank Fessler.","['yes', 'Frank Fessler']", ,['yes'],['Frank Fessler'],0.0
697,"Was there ever a US senator that represented the state of Nebraska and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Nebraska and whose alma mater was California Institute of Technology was Burt Flickinger. His graduation school was University of California, Los Angeles (UCLA).", ," Yes, the US senator that represented the state of Nebraska and whose alma mater was California Institute of Technology was Burt Flickinger. His graduation school was University of California, Los Angeles (UCLA).","['yes', 'Burt Flickinger']", ,['yes'],['Burt Flickinger'],0.0
699,"Was there ever a US senator that represented the state of New Hampshire and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Hampshire and attended California Institute of Technology as his alma mater is Charles Edward Wilson (February 18, 1875 – May 26, 1962).", ," Yes, the US senator who represented the state of New Hampshire and attended California Institute of Technology as his alma mater is Charles Edward Wilson (February 18, 1875 – May 26, 1962).","['yes', 'Charles Edward Wilson']", ,['yes'],['Charles Edward Wilson'],0.0
700,"Was there ever a US senator that represented the state of New Jersey and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Jersey and attended the California Institute of Technology as his alma mater is Al Franken.", ," Yes, the US senator who represented the state of New Jersey and attended the California Institute of Technology as his alma mater is Al Franken.","['yes', 'Al Franken']", ,['yes'],['Al Franken'],0.0
701,"Was there ever a US senator that represented the state of New York and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New York and whose alma mater was California Institute of Technology is Al Smith.", ," Yes, the US senator who represented the state of New York and whose alma mater was California Institute of Technology is Al Smith.","['yes', 'Al Smith']", ,['yes'],['Al Smith'],0.0
702,"Was there ever a US senator that represented the state of North Carolina and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of North Carolina and attended California Institute of Technology (Caltech) is Kenneth M. Williams, who served from 1973 to 1997.", ," Yes, the US senator who represented the state of North Carolina and attended California Institute of Technology (Caltech) is Kenneth M. Williams, who served from 1973 to 1997.","['yes', 'Kenneth M. William']", ,['yes'],['Kenneth M. William'],0.0
703,"Was there ever a US senator that represented the state of North Dakota and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of North Dakota and whose alma mater was California Institute of Technology was James R. Hansen.", ," Yes, the US senator that represented the state of North Dakota and whose alma mater was California Institute of Technology was James R. Hansen.","['yes', 'James R. Hansen']", ,['yes'],['James R. Hansen'],0.0
865,"Was there ever a US senator that represented the state of New Jersey and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Jersey and attended Brown University was Robert L. Brooks (1912-2003). He attended Brown University from 1929-1933 and was a member of the Pi Sigma Alpha fraternity.", ," Yes, the US senator who represented the state of New Jersey and attended Brown University was Robert L. Brooks (1912-2003). He attended Brown University from 1929-1933 and was a member of the Pi Sigma Alpha fraternity.","['yes', 'Robert L. Brook']", ,['yes'],['Robert L. Brook'],0.0
866,"Was there ever a US senator that represented the state of New Mexico and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Mexico and attended Brown University was Ike Clinton.", ," Yes, the US senator who represented the state of New Mexico and attended Brown University was Ike Clinton.","['yes', 'Ike Clinton']", ,['yes'],['Ike Clinton'],0.0
877,"Was there ever a US senator that represented the state of Utah and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Utah and attended Brown University is Oliver M. Gordon.", ," Yes, the US senator who represented the state of Utah and attended Brown University is Oliver M. Gordon.","['yes', 'Oliver M. Gordon']", ,['yes'],['Oliver M. Gordon'],0.0
884,"Was there ever a US senator that represented the state of Alabama and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alabama and attended Vanderbilt University was Robert J. Williams.", ," Yes, the US senator who represented the state of Alabama and attended Vanderbilt University was Robert J. Williams.","['yes', 'Robert J. William']", ,['yes'],['Robert J. William'],0.0
886,"Was there ever a US senator that represented the state of Arizona and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Arizona and attended Vanderbilt University was John Malcolm Brademas.", ," Yes, the US senator who represented the state of Arizona and attended Vanderbilt University was John Malcolm Brademas.","['yes', 'John Malcolm Bradema']", ,['yes'],['John Malcolm Bradema'],0.0
887,"Was there ever a US senator that represented the state of California and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of California and attended Vanderbilt University was George C. Johnson (1913-1925). His alma mater was University of California, Los Angeles (UCLA).", ," Yes, the US senator who represented the state of California and attended Vanderbilt University was George C. Johnson (1913-1925). His alma mater was University of California, Los Angeles (UCLA).","['yes', 'George C. Johnson']", ,['yes'],['George C. Johnson'],0.0
888,"Was there ever a US senator that represented the state of Colorado and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Colorado and attended Vanderbilt University was George J. LaFortune.", ," Yes, the US senator who represented the state of Colorado and attended Vanderbilt University was George J. LaFortune.","['yes', 'George J. LaFortune']", ,['yes'],['George J. LaFortune'],0.0
890,"Was there ever a US senator that represented the state of Delaware and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Delaware and attended Vanderbilt University was James E. Vanderbilt (1905-1985).", ," Yes, the US senator who represented the state of Delaware and attended Vanderbilt University was James E. Vanderbilt (1905-1985).","['yes', 'James E. Vanderbilt']", ,['yes'],['James E. Vanderbilt'],0.0
894,"Was there ever a US senator that represented the state of Illinois and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Illinois and attended Vanderbilt University was Blanche K. Bruce.", ," Yes, the US senator who represented the state of Illinois and attended Vanderbilt University was Blanche K. Bruce.","['yes', 'Blanche K. Bruce']", ,['yes'],['Blanche K. Bruce'],0.0
644,"Was there ever a US senator that represented the state of Kansas and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Kansas and attended the University of Pennsylvania was Thomas J. Watson.", ," Yes, the US senator who represented the state of Kansas and attended the University of Pennsylvania was Thomas J. Watson.","['yes', 'Thomas J. Watson']", ,['yes'],['Thomas J. Watson'],0.0
645,"Was there ever a US senator that represented the state of Kentucky and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Kentucky and attended the University of Pennsylvania was Sen. Paul D. Campion.", ," Yes, the US senator who represented the state of Kentucky and attended the University of Pennsylvania was Sen. Paul D. Campion.","['yes', 'Paul D. Campion']", ,['yes'],['Paul D. Campion'],0.0
646,"Was there ever a US senator that represented the state of Maine and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maine and attended the University of Pennsylvania was Sen. William Roth.", ," Yes, the US senator who represented the state of Maine and attended the University of Pennsylvania was Sen. William Roth.","['yes', 'William Roth']", ,['yes'],['William Roth'],0.0
649,"Was there ever a US senator that represented the state of Minnesota and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Minnesota and attended the University of Pennsylvania was Aldrich H. Clark.", ," Yes, the US senator who represented the state of Minnesota and attended the University of Pennsylvania was Aldrich H. Clark.","['yes', 'Aldrich H. Clark']", ,['yes'],['Aldrich H. Clark'],0.0
650,"Was there ever a US senator that represented the state of Missouri and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Missouri and attended the University of Pennsylvania was Thomas C. Guillotel, who served from 1965 to 1977.", ," Yes, the US senator who represented the state of Missouri and attended the University of Pennsylvania was Thomas C. Guillotel, who served from 1965 to 1977.","['yes', 'Thomas C. Guillotel']", ,['yes'],['Thomas C. Guillotel'],0.0
652,"Was there ever a US senator that represented the state of Nebraska and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Nebraska and attended the University of Pennsylvania was George W. Ferris.", ," Yes, the US senator who represented the state of Nebraska and attended the University of Pennsylvania was George W. Ferris.","['yes', 'George W. Ferri']", ,['yes'],['George W. Ferri'],0.0
655,"Was there ever a US senator that represented the state of New Mexico and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Mexico and attended the University of Pennsylvania was Ike Clinton.", ," Yes, the US senator who represented the state of New Mexico and attended the University of Pennsylvania was Ike Clinton.","['yes', 'Ike Clinton']", ,['yes'],['Ike Clinton'],0.0
658,"Was there ever a US senator that represented the state of North Dakota and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of North Dakota and whose alma mater was the University of Pennsylvania was George S. Morrill.", ," Yes, the US senator that represented the state of North Dakota and whose alma mater was the University of Pennsylvania was George S. Morrill.","['yes', 'George S. Morrill']", ,['yes'],['George S. Morrill'],0.0
662,"Was there ever a US senator that represented the state of South Carolina and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of South Carolina and attended the University of Pennsylvania was Franklin Pierce of New Hampshire.", ," Yes, the US senator who represented the state of South Carolina and attended the University of Pennsylvania was Franklin Pierce of New Hampshire.","['yes', 'Franklin Pierce']", ,['yes'],['Franklin Pierce'],0.0
665,"Was there ever a US senator that represented the state of Texas and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Texas and attended the University of Pennsylvania was Kay Bailey Hutchison.", ," Yes, the US senator who represented the state of Texas and attended the University of Pennsylvania was Kay Bailey Hutchison.","['yes', 'Kay Bailey Hutchison']", ,['yes'],['Kay Bailey Hutchison'],0.0
668,"Was there ever a US senator that represented the state of Washington and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Washington and attended the University of Pennsylvania was George Bernard Ryan.", ," Yes, the US senator who represented the state of Washington and attended the University of Pennsylvania was George Bernard Ryan.","['yes', 'George Bernard Ryan']", ,['yes'],['George Bernard Ryan'],0.0
671,"Was there ever a US senator that represented the state of Alabama and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alabama and whose alma mater was California Institute of Technology was Charles William Eliot, commonly known as Charles William Eliot Jr. He was a member of the Democratic Party and served as a senator from Massachusetts from September 18, 1875, until March 4, 1891.", ," Yes, the US senator who represented the state of Alabama and whose alma mater was California Institute of Technology was Charles William Eliot, commonly known as Charles William Eliot Jr. He was a member of the Democratic Party and served as a senator from Massachusetts from September 18, 1875, until March 4, 1891.","['yes', 'Charles William Eliot Jr']", ,['yes'],['Charles William Eliot Jr'],0.0
896,"Was there ever a US senator that represented the state of Iowa and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Iowa and attended Vanderbilt University was Charles W. Duncan.", ," Yes, the US senator who represented the state of Iowa and attended Vanderbilt University was Charles W. Duncan.","['yes', 'Charles W. Duncan']", ,['yes'],['Charles W. Duncan'],0.0
898,"Was there ever a US senator that represented the state of Kentucky and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Kentucky and attended Vanderbilt University was Al Smith (1874-1930). His alma mater degree is shown on a plaque in the Vanderbilt Museum's Great Hall.", ," Yes, the US senator who represented the state of Kentucky and attended Vanderbilt University was Al Smith (1874-1930). His alma mater degree is shown on a plaque in the Vanderbilt Museum's Great Hall.","['yes', 'Al Smith']", ,['yes'],['Al Smith'],0.0
900,"Was there ever a US senator that represented the state of Maryland and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maryland and attended Vanderbilt University was Jowell Neagley.", ," Yes, the US senator who represented the state of Maryland and attended Vanderbilt University was Jowell Neagley.","['yes', 'Jowell Neagley']", ,['yes'],['Jowell Neagley'],0.0
901,"Was there ever a US senator that represented the state of Massachusetts and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Massachusetts and attended Vanderbilt University was John William Heinernman (1913-1991).", ," Yes, the US senator who represented the state of Massachusetts and attended Vanderbilt University was John William Heinernman (1913-1991).","['yes', 'John William Heinernman']", ,['yes'],['John William Heinernman'],0.0
903,"Was there ever a US senator that represented the state of Minnesota and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Minnesota and attended Vanderbilt University was Aleck W. Johnson.", ," Yes, the US senator who represented the state of Minnesota and attended Vanderbilt University was Aleck W. Johnson.","['yes', 'Aleck W. Johnson']", ,['yes'],['Aleck W. Johnson'],0.0
904,"Was there ever a US senator that represented the state of Missouri and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Missouri and attended Vanderbilt University was J. Norbert Blatt.", ," Yes, the US senator who represented the state of Missouri and attended Vanderbilt University was J. Norbert Blatt.","['yes', 'J. Norbert Blatt']", ,['yes'],['J. Norbert Blatt'],0.0
907,"Was there ever a US senator that represented the state of Nevada and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Nevada and attended Vanderbilt University was John Eckerty.", ," Yes, the US senator who represented the state of Nevada and attended Vanderbilt University was John Eckerty.","['yes', 'John Eckerty']", ,['yes'],['John Eckerty'],0.0
910,"Was there ever a US senator that represented the state of New Mexico and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Mexico and attended Vanderbilt University was Isobel Enters.", ," Yes, the US senator who represented the state of New Mexico and attended Vanderbilt University was Isobel Enters.","['yes', 'Isobel Enter']", ,['yes'],['Isobel Enter'],0.0
